                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                0.93839,                 1.1927,                 1.3703,                0.42618,                0.35434,                0.36673,                0.20374,                 1.7228,                 2.8374,                 2.3743,              0.0010272,              0.0010272,              0.0010272
                     24,                0.87268,                 1.1351,                 1.3389,                0.51355,                0.57143,                0.51781,                 0.2896,                 1.6591,                 2.6938,                 2.1948,              0.0010347,              0.0010347,              0.0010347
                     25,                  1.023,                  1.257,                 1.3455,                0.47489,                0.52381,                0.47734,                0.24611,                 1.8277,                 2.8662,                 2.4361,              0.0010391,              0.0010391,              0.0010391
                     26,                0.92196,                 1.1937,                 1.3862,                0.57229,                0.51026,                0.46942,                0.22166,                 1.9362,                 2.8647,                 2.4934,                0.00101,                0.00101,                0.00101
                     27,                0.96284,                 1.1777,                 1.3565,                0.70008,                0.38095,                0.46385,                0.19217,                 2.0814,                 2.8199,                 2.6574,              0.0009704,              0.0009704,              0.0009704
                     28,                  0.843,                 1.0104,                 1.2826,                 0.4753,                0.66667,                0.52941,                0.27399,                  1.814,                 2.8099,                  2.303,              0.0009308,              0.0009308,              0.0009308
                     29,                0.91049,                 1.1056,                 1.2961,                0.62674,                0.56018,                0.57347,                0.31956,                 1.5609,                 2.5102,                   2.17,              0.0008912,              0.0008912,              0.0008912
                     30,                0.85672,                 1.2055,                 1.3394,                0.69047,                0.61905,                 0.6122,                0.37807,                 1.4505,                 2.3903,                 1.9786,              0.0008516,              0.0008516,              0.0008516
                     31,                 0.8742,                 1.0682,                  1.321,                0.78035,                0.57143,                0.60779,                 0.4025,                 1.5024,                 2.3042,                 1.9843,               0.000812,               0.000812,               0.000812
                     32,                 0.8945,                0.98313,                 1.3205,                0.69555,                0.47619,                0.52408,                0.28296,                 1.6031,                 2.6479,                 2.1186,              0.0007724,              0.0007724,              0.0007724
                     33,                0.84253,                 1.0042,                 1.3045,                 0.6663,                0.47619,                0.48102,                0.23271,                 1.7498,                 2.9888,                 2.3671,              0.0007328,              0.0007328,              0.0007328
                     34,                0.84939,                 1.0773,                 1.2946,                0.56771,                0.47619,                0.41417,                0.21246,                 1.6501,                 2.9173,                 2.3173,              0.0006932,              0.0006932,              0.0006932
                     35,                0.85265,                 1.0049,                 1.3088,                0.54479,                0.47619,                0.41437,                0.23216,                 1.6277,                 2.6629,                 2.3023,              0.0006536,              0.0006536,              0.0006536
                     36,                0.75269,                0.93273,                 1.2041,                0.63699,                0.47619,                0.45746,                0.22572,                  1.696,                 2.4876,                 2.4045,               0.000614,               0.000614,               0.000614
                     37,                0.71916,                0.84942,                  1.177,                0.72096,                0.57143,                0.57174,                0.26162,                 1.5549,                 2.3818,                 2.2337,              0.0005744,              0.0005744,              0.0005744
                     38,                0.74554,                0.85659,                 1.2305,                0.74851,                0.56719,                0.58946,                0.29979,                 1.5323,                 2.2529,                  2.186,              0.0005348,              0.0005348,              0.0005348
                     39,                0.85371,                 1.0604,                 1.2947,                0.69657,                0.57143,                0.60866,                0.32725,                 1.5441,                  2.267,                 2.2325,              0.0004952,              0.0004952,              0.0004952
                     40,                0.71016,                0.85208,                 1.1599,                0.91287,                0.52381,                0.65021,                0.34683,                 1.5003,                 2.1179,                 2.1613,              0.0004556,              0.0004556,              0.0004556
                     41,                0.79118,                 1.6257,                 1.3191,                      1,                0.56285,                0.67818,                0.36585,                 1.3906,                 2.0524,                 2.0503,               0.000416,               0.000416,               0.000416
                     42,                0.67233,                 1.4162,                 1.2538,                      1,                0.56026,                 0.6635,                0.33421,                 1.4272,                 2.0763,                 2.1917,              0.0003764,              0.0003764,              0.0003764
                     43,                0.61431,                 1.1743,                 1.2155,                0.98537,                0.52381,                0.63627,                0.31052,                 1.4743,                 2.0909,                 2.1985,              0.0003368,              0.0003368,              0.0003368
                     44,                0.63205,                 1.1899,                 1.2648,                      1,                0.51941,                0.59405,                0.27643,                 1.5108,                 2.2744,                 2.2273,              0.0002972,              0.0002972,              0.0002972
                     45,                0.60444,                 1.1895,                 1.1966,                0.86726,                0.52381,                0.56961,                 0.2566,                 1.5679,                 2.3996,                 2.2396,              0.0002576,              0.0002576,              0.0002576
                     46,                0.58857,                 1.1525,                 1.2111,                0.81663,                0.52381,                0.54693,                0.28915,                 1.4768,                 2.4028,                 2.1056,               0.000218,               0.000218,               0.000218
                     47,                0.56457,                 1.1945,                 1.2003,                0.80496,                0.52381,                0.56532,                 0.3133,                 1.4285,                 2.3627,                   2.07,              0.0001784,              0.0001784,              0.0001784
                     48,                0.47314,                 1.1061,                 1.0571,                0.91548,                0.51638,                0.62074,                0.34418,                 1.3747,                 2.2739,                 1.9805,              0.0001388,              0.0001388,              0.0001388
                     49,                0.54871,                 1.0311,                 1.1554,                0.90438,                0.52381,                0.64894,                0.38243,                 1.3217,                 2.1412,                 1.8747,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                0.56111,                 1.0381,                 1.1053,                0.91234,                0.57143,                0.66806,                0.40953,                 1.2918,                 2.0242,                 1.8078,               5.96e-05,               5.96e-05,               5.96e-05
