                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                 1.8857,                 2.5061,                 2.5577,                0.43677,                0.28571,                0.31408,                0.16007,                 2.1343,                 3.3486,                 2.9626,              0.0008912,              0.0008912,              0.0008912
                     30,                  1.864,                 2.5653,                  2.555,                0.41277,                0.40223,                0.36127,                0.17394,                 2.0392,                 3.1929,                 2.8479,              0.0008516,              0.0008516,              0.0008516
                     31,                 1.7949,                 2.4109,                 2.4936,                0.59298,                0.34767,                0.40882,                 0.1741,                 2.0615,                 3.1157,                 2.8369,               0.000812,               0.000812,               0.000812
                     32,                 1.8494,                 2.4122,                 2.5459,                0.89425,                0.33333,                 0.4366,                0.19969,                 2.1062,                 3.1017,                 2.8645,              0.0007724,              0.0007724,              0.0007724
                     33,                 1.7595,                 2.5499,                 2.5276,                0.83072,                0.33333,                0.37221,                0.16686,                 2.1954,                 3.2081,                 2.9371,              0.0007328,              0.0007328,              0.0007328
                     34,                 1.8799,                 2.4757,                 2.5872,                0.94082,                0.33333,                0.40463,                0.17697,                  2.291,                  3.238,                 2.9894,              0.0006932,              0.0006932,              0.0006932
                     35,                 1.8512,                 2.4887,                 2.5097,                0.90323,                0.33333,                0.44463,                0.18532,                 2.3758,                 3.2541,                 3.0567,              0.0006536,              0.0006536,              0.0006536
                     36,                 1.9013,                 2.4264,                 2.4808,                0.71892,                0.38095,                0.44059,                0.18503,                 2.3814,                 3.1342,                 3.0374,               0.000614,               0.000614,               0.000614
                     37,                 1.7881,                 2.2941,                 2.4388,                0.75073,                0.38095,                0.42042,                0.19215,                 2.3559,                 3.0514,                 3.0229,              0.0005744,              0.0005744,              0.0005744
                     38,                 1.6626,                 2.1685,                 2.4221,                0.63616,                0.38095,                0.42538,                0.20128,                  2.332,                 2.9537,                 3.0052,              0.0005348,              0.0005348,              0.0005348
                     39,                 1.9484,                 2.4902,                 2.4728,                0.55511,                0.38095,                0.44564,                0.20603,                 2.2924,                 2.9794,                 3.0006,              0.0004952,              0.0004952,              0.0004952
                     40,                  1.759,                 2.2912,                 2.4848,                0.51858,                0.51336,                0.44601,                0.20605,                 2.3184,                 2.9866,                 3.0195,              0.0004556,              0.0004556,              0.0004556
                     41,                 1.6468,                 3.0538,                 2.5438,                0.53007,                0.47619,                0.44701,                0.21281,                 2.3792,                 3.0057,                 3.0505,               0.000416,               0.000416,               0.000416
                     42,                 1.5856,                 2.8568,                 2.4531,                0.62656,                0.47619,                0.46293,                0.19029,                 2.4525,                 2.9857,                 3.1114,              0.0003764,              0.0003764,              0.0003764
                     43,                  1.538,                 2.6404,                 2.3986,                0.60612,                0.44023,                0.46811,                0.20244,                 2.4995,                  3.036,                 3.1401,              0.0003368,              0.0003368,              0.0003368
                     44,                 1.5814,                 2.7105,                 2.4863,                0.63171,                0.47619,                0.45695,                0.18907,                 2.5256,                 3.0838,                 3.1589,              0.0002972,              0.0002972,              0.0002972
                     45,                 1.5436,                 2.5607,                 2.4096,                0.49935,                0.47619,                0.42197,                0.17373,                 2.4902,                 3.1154,                 3.1159,              0.0002576,              0.0002576,              0.0002576
                     46,                 1.4906,                 2.5322,                 2.3654,                0.50592,                0.47619,                0.43802,                0.19986,                 2.4034,                 3.0873,                 3.0182,               0.000218,               0.000218,               0.000218
                     47,                 1.4817,                 2.5537,                 2.3622,                0.54744,                0.51866,                0.44472,                0.20147,                 2.3194,                  3.012,                 2.9309,              0.0001784,              0.0001784,              0.0001784
                     48,                 1.4961,                 2.3992,                 2.3307,                0.59598,                0.42857,                0.48745,                0.23501,                  2.237,                 3.0297,                 2.8758,              0.0001388,              0.0001388,              0.0001388
                     49,                 1.4464,                  2.359,                 2.3038,                0.69284,                0.42857,                0.50929,                0.24642,                 2.1899,                 3.0155,                 2.8371,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                 1.4544,                 2.3647,                 2.3106,                0.74349,                0.42857,                0.51619,                0.25281,                 2.1645,                 3.0003,                 2.8246,               5.96e-05,               5.96e-05,               5.96e-05
