                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     38,                   0.86,                0.93061,                 1.3019,                0.50294,                0.42857,                0.31987,                0.09141,                 2.6738,                 3.4263,                 3.1736,              0.0012674,              0.0012674,              0.0012674
                     39,                0.98959,                 1.1972,                 1.3932,                0.26199,                0.52381,                0.27224,                0.08177,                 2.4606,                 3.0581,                 2.8708,              0.0012476,              0.0012476,              0.0012476
                     40,                0.80619,                0.93847,                 1.2759,                0.39721,                0.47619,                0.32539,                0.09162,                  2.569,                  2.722,                 3.0082,              0.0012278,              0.0012278,              0.0012278
                     41,                0.95803,                 1.0868,                 1.3865,                0.55254,                0.42857,                0.37169,                0.07664,                  2.847,                 2.6184,                 3.4054,               0.001208,               0.001208,               0.001208
                     42,                0.93999,                 1.0123,                 1.3174,                0.66416,                0.47619,                0.45257,                0.10805,                 2.7719,                 2.6699,                 3.4197,              0.0011882,              0.0011882,              0.0011882
                     43,                0.81402,                0.92566,                 1.2512,                0.49711,                0.42857,                 0.3109,                0.09085,                 2.7595,                 2.6817,                 3.2899,              0.0011684,              0.0011684,              0.0011684
                     44,                0.90336,                 1.0356,                 1.3251,                0.59535,                0.42081,                 0.3831,                0.14991,                 2.6092,                 2.4612,                 3.2275,              0.0011486,              0.0011486,              0.0011486
                     45,                0.90716,                  1.005,                 1.2882,                0.62528,                0.52381,                0.51332,                0.18933,                 2.3892,                 2.4237,                 2.9072,              0.0011288,              0.0011288,              0.0011288
                     46,                0.77128,                0.93244,                 1.2248,                0.62424,                0.55435,                0.53006,                0.19592,                 2.2555,                 2.2662,                 2.6634,               0.001109,               0.001109,               0.001109
                     47,                0.86683,                0.92133,                 1.2609,                0.62421,                0.52381,                0.50808,                0.25639,                 2.1256,                 2.3641,                 2.5902,              0.0010892,              0.0010892,              0.0010892
                     48,                0.76119,                  0.885,                  1.259,                0.77668,                0.52381,                 0.5461,                0.28373,                 1.9591,                 2.2521,                 2.4952,              0.0010694,              0.0010694,              0.0010694
                     49,                0.77063,                0.85999,                 1.1865,                0.85505,                0.38095,                0.51182,                0.32674,                  1.831,                 2.4194,                  2.345,              0.0010496,              0.0010496,              0.0010496
                     50,                0.75531,                0.91825,                 1.2332,                0.88476,                0.42857,                0.55416,                 0.3469,                 1.7122,                  2.399,                 2.4162,              0.0010298,              0.0010298,              0.0010298
                     51,                0.84262,                  1.062,                 1.3725,                0.90153,                0.57143,                0.62432,                0.36466,                 1.6942,                 2.1593,                 2.4144,                0.00101,                0.00101,                0.00101
                     52,                 0.7562,                0.79602,                 1.1978,                0.93537,                0.52381,                 0.6579,                0.29967,                 1.7743,                 2.1405,                  2.437,              0.0009902,              0.0009902,              0.0009902
                     53,                0.83478,                 0.8642,                  1.293,                0.96871,                0.52381,                 0.6577,                0.26128,                 1.9835,                 2.1018,                 2.8187,              0.0009704,              0.0009704,              0.0009704
                     54,                0.82196,                0.86375,                 1.2958,                0.91633,                0.52167,                0.63134,                0.25651,                 2.1151,                 2.0181,                  2.931,              0.0009506,              0.0009506,              0.0009506
                     55,                0.84473,                0.85995,                  1.249,                0.90449,                0.52381,                 0.6279,                0.30352,                 2.0316,                 2.0375,                 2.6586,              0.0009308,              0.0009308,              0.0009308
                     56,                 0.7701,                0.82015,                 1.2346,                0.85578,                0.56551,                0.59294,                0.32999,                 1.7516,                 2.0454,                 2.1537,               0.000911,               0.000911,               0.000911
                     57,                0.86197,                0.90342,                 1.2961,                0.70748,                0.61905,                0.60611,                0.36004,                 1.6678,                 1.8688,                 2.0825,              0.0008912,              0.0008912,              0.0008912
                     58,                0.76996,                 0.8281,                 1.2226,                0.70478,                0.57143,                0.60179,                0.40474,                 1.6065,                 1.8841,                 2.0116,              0.0008714,              0.0008714,              0.0008714
                     59,                0.81932,                0.83836,                 1.2551,                0.72135,                0.52381,                0.55217,                0.36154,                  1.597,                 1.9376,                 2.0394,              0.0008516,              0.0008516,              0.0008516
                     60,                0.67037,                0.78916,                 1.1963,                0.74823,                0.56638,                0.56484,                0.37497,                 1.5355,                 2.0097,                 1.9475,              0.0008318,              0.0008318,              0.0008318
                     61,                0.73371,                0.79786,                 1.1823,                0.73678,                0.57143,                0.56155,                0.34927,                 1.4975,                 2.0089,                 1.9538,               0.000812,               0.000812,               0.000812
                     62,                0.76726,                0.84856,                 1.2366,                0.83339,                0.57143,                0.64304,                0.37352,                 1.5267,                 1.8183,                 2.0269,              0.0007922,              0.0007922,              0.0007922
                     63,                 0.6803,                  0.794,                 1.1894,                 0.8457,                0.57143,                  0.618,                0.35652,                  1.575,                 1.8831,                 2.0238,              0.0007724,              0.0007724,              0.0007724
                     64,                0.67872,                0.73377,                 1.1964,                0.84973,                0.57143,                0.63558,                0.37785,                 1.6238,                 1.7977,                 2.0455,              0.0007526,              0.0007526,              0.0007526
                     65,                0.74576,                0.78167,                 1.2353,                0.85668,                0.56943,                0.56577,                0.34023,                 1.6528,                 1.9135,                 2.0587,              0.0007328,              0.0007328,              0.0007328
                     66,                0.69206,                0.78055,                 1.2224,                0.79237,                0.52381,                 0.5635,                0.29157,                  1.953,                  1.864,                 2.4431,               0.000713,               0.000713,               0.000713
                     67,                0.63458,                0.70495,                 1.1656,                0.79081,                0.61905,                0.66696,                0.32067,                 1.8192,                 1.8739,                 2.3779,              0.0006932,              0.0006932,              0.0006932
                     68,                0.67599,                0.69988,                 1.1828,                      1,                0.56075,                0.68265,                0.34928,                 1.7613,                 1.7615,                 2.3491,              0.0006734,              0.0006734,              0.0006734
                     69,                 0.7109,                0.73459,                 1.1692,                      1,                0.61293,                0.66972,                 0.3871,                 1.6657,                 1.6356,                 2.2561,              0.0006536,              0.0006536,              0.0006536
                     70,                0.69868,                0.75689,                 1.1961,                 0.9718,                0.61905,                0.67615,                0.42936,                 1.6652,                 1.5547,                 2.2702,              0.0006338,              0.0006338,              0.0006338
                     71,                0.72336,                0.77783,                 1.2203,                0.98253,                0.61905,                0.68131,                0.42331,                 1.6191,                  1.574,                 2.2109,               0.000614,               0.000614,               0.000614
                     72,                0.70502,                0.72728,                 1.1799,                0.98099,                0.61905,                0.68805,                0.42364,                 1.6353,                 1.5691,                 2.2296,              0.0005942,              0.0005942,              0.0005942
                     73,                0.69494,                0.69071,                 1.1808,                0.97369,                0.61905,                0.71419,                0.42462,                 1.6873,                 1.5607,                 2.2707,              0.0005744,              0.0005744,              0.0005744
                     74,                0.63171,                  0.634,                 1.1517,                0.98302,                0.61905,                0.70549,                0.40817,                 1.7356,                 1.6225,                 2.2819,              0.0005546,              0.0005546,              0.0005546
                     75,                0.65823,                0.67943,                 1.1519,                0.99097,                0.61905,                0.72063,                0.41445,                 1.7072,                 1.6115,                 2.2526,              0.0005348,              0.0005348,              0.0005348
                     76,                0.63411,                0.68466,                 1.1425,                0.98234,                0.61905,                0.72449,                0.39611,                  1.702,                 1.6115,                 2.2693,               0.000515,               0.000515,               0.000515
                     77,                0.71082,                0.70301,                 1.2074,                0.92716,                0.60679,                0.69941,                0.38784,                 1.6831,                 1.6929,                 2.2637,              0.0004952,              0.0004952,              0.0004952
                     78,                0.67415,                0.66091,                 1.1044,                 0.8209,                0.65532,                0.68668,                0.39879,                 1.6085,                 1.6812,                 2.1776,              0.0004754,              0.0004754,              0.0004754
                     79,                0.63988,                0.70452,                 1.1354,                0.81148,                0.66667,                0.68004,                0.41413,                 1.5347,                 1.6575,                 2.1155,              0.0004556,              0.0004556,              0.0004556
                     80,                0.62907,                0.67475,                 1.1155,                0.82079,                0.65483,                0.67535,                 0.4154,                 1.4769,                 1.6309,                 2.0757,              0.0004358,              0.0004358,              0.0004358
                     81,                0.68635,                0.67429,                 1.1506,                  0.858,                0.61905,                 0.6869,                 0.4463,                  1.455,                 1.5742,                 2.0864,               0.000416,               0.000416,               0.000416
                     82,                 0.5294,                0.59879,                 1.0802,                0.78592,                0.71429,                0.69769,                0.45562,                 1.4365,                 1.5148,                 2.0633,              0.0003962,              0.0003962,              0.0003962
                     83,                0.55096,                 0.5608,                  1.062,                 0.7869,                0.71429,                0.70881,                0.45886,                 1.4518,                 1.4334,                 2.0563,              0.0003764,              0.0003764,              0.0003764
                     84,                0.53598,                0.55922,                 1.0689,                0.78131,                0.71429,                0.73085,                0.47212,                 1.4358,                  1.382,                 1.9815,              0.0003566,              0.0003566,              0.0003566
