                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 1.4043,                  1.446,                 1.9554,                0.69148,                0.53846,                0.56667,                0.29178,                 1.9647,                 2.1307,                 2.6471,               0.001208,               0.001208,               0.001208
                     22,                 1.3932,                 1.3652,                 1.9096,                 0.6241,                0.57692,                0.51785,                 0.2406,                 2.2472,                 2.2125,                 2.9903,              0.0011684,              0.0011684,              0.0011684
                     23,                 1.3389,                 1.4447,                 1.8899,                0.83813,                0.46154,                0.57826,                0.34974,                 1.8536,                 2.3851,                 2.5398,              0.0011288,              0.0011288,              0.0011288
                     24,                 1.3614,                 1.4067,                 1.8655,                0.90725,                    0.5,                0.56382,                0.28553,                 1.8366,                 2.1992,                 2.4487,              0.0010892,              0.0010892,              0.0010892
                     25,                 1.3331,                 1.3149,                 1.8719,                0.67541,                0.65385,                0.65247,                0.32036,                 1.8985,                 1.7413,                 2.6378,              0.0010496,              0.0010496,              0.0010496
                     26,                 1.2994,                 1.3249,                 1.8693,                0.67885,                    0.5,                0.57793,                0.31054,                  1.807,                 1.9776,                 2.5661,                0.00101,                0.00101,                0.00101
                     27,                 1.3379,                 1.3348,                 1.9014,                0.70498,                0.65385,                0.62356,                0.35767,                 1.7999,                 2.0255,                 2.4889,              0.0009704,              0.0009704,              0.0009704
                     28,                 1.3061,                 1.2886,                 1.8419,                0.93459,                 0.5501,                0.69084,                0.38893,                 1.8314,                 1.9795,                 2.5036,              0.0009308,              0.0009308,              0.0009308
                     29,                  1.349,                 1.2996,                  1.883,                0.72888,                0.61538,                0.64581,                 0.3015,                 2.0331,                 2.0717,                 2.8327,              0.0008912,              0.0008912,              0.0008912
                     30,                 1.2947,                  1.247,                 1.8308,                0.68171,                0.57692,                0.53909,                0.28111,                 2.0498,                 2.1451,                  2.839,              0.0008516,              0.0008516,              0.0008516
                     31,                 1.2564,                 1.2614,                 1.8337,                0.80755,                0.48478,                0.59392,                0.33861,                 1.8753,                 2.0513,                 2.5361,               0.000812,               0.000812,               0.000812
                     32,                 1.3086,                 1.2174,                 1.8725,                 0.7096,                0.57692,                0.60554,                0.31795,                 1.8302,                 2.0302,                 2.5766,              0.0007724,              0.0007724,              0.0007724
                     33,                 1.2483,                 1.1264,                 1.7817,                0.68156,                    0.5,                0.56985,                0.32841,                 1.8686,                 2.0873,                 2.5252,              0.0007328,              0.0007328,              0.0007328
                     34,                 1.3046,                 1.2304,                 1.8139,                0.60337,                0.52694,                0.58421,                0.33643,                 1.7692,                   1.94,                   2.47,              0.0006932,              0.0006932,              0.0006932
                     35,                 1.2785,                 1.2103,                 1.8185,                0.77764,                0.69231,                0.67658,                 0.3464,                  1.964,                 1.9533,                 2.6377,              0.0006536,              0.0006536,              0.0006536
                     36,                 1.2422,                 1.2186,                 1.8176,                0.68748,                0.57692,                0.63345,                0.37569,                 1.7624,                 1.8165,                 2.3776,               0.000614,               0.000614,               0.000614
                     37,                 1.1814,                 1.1678,                   1.73,                0.62358,                0.57692,                0.57224,                0.32027,                 1.8203,                 1.9933,                 2.4719,              0.0005744,              0.0005744,              0.0005744
                     38,                 1.2191,                 1.1652,                 1.7844,                0.78643,                    0.5,                0.55282,                0.33892,                   1.75,                 2.0717,                 2.4634,              0.0005348,              0.0005348,              0.0005348
                     39,                 1.2097,                 1.1116,                  1.744,                0.74839,                    0.5,                0.57282,                 0.3459,                 1.7972,                 1.9592,                 2.4202,              0.0004952,              0.0004952,              0.0004952
                     40,                  1.222,                 1.1613,                 1.7532,                0.56483,                0.65385,                0.62242,                0.36296,                 1.7496,                 1.8517,                 2.4394,              0.0004556,              0.0004556,              0.0004556
                     41,                 1.0563,                 1.0902,                 1.6977,                0.77027,                0.64513,                0.64457,                0.32359,                 1.9947,                 1.8082,                   2.65,               0.000416,               0.000416,               0.000416
                     42,                 1.0295,                0.89908,                 1.7375,                0.78064,                0.68465,                0.65701,                0.35148,                 1.9678,                 1.8168,                 2.6023,              0.0003764,              0.0003764,              0.0003764
                     43,                 1.0371,                0.94168,                 1.7409,                0.71788,                0.69231,                0.70608,                0.41572,                 1.5843,                 1.8681,                 2.2368,              0.0003368,              0.0003368,              0.0003368
                     44,                0.96679,                0.85521,                 1.6498,                0.77164,                0.57692,                0.67387,                 0.4189,                 1.5732,                 1.7661,                 2.2182,              0.0002972,              0.0002972,              0.0002972
                     45,                 1.0013,                0.83015,                 1.6543,                0.64529,                0.69989,                0.67078,                0.39411,                 1.6948,                 1.6833,                 2.2585,              0.0002576,              0.0002576,              0.0002576
                     46,                 1.0005,                0.82777,                 1.7013,                0.68693,                0.65385,                0.64757,                 0.3636,                 1.7769,                 1.6746,                 2.3271,               0.000218,               0.000218,               0.000218
                     47,                0.99359,                0.79788,                 1.6513,                0.82806,                0.61538,                 0.6676,                0.37744,                 1.6774,                 1.6495,                 2.2677,              0.0001784,              0.0001784,              0.0001784
                     48,                0.94405,                0.77954,                 1.6089,                0.73215,                0.65385,                0.68296,                0.39393,                 1.6958,                 1.6557,                  2.303,              0.0001388,              0.0001388,              0.0001388
                     49,                0.95118,                0.79165,                 1.6252,                 0.7224,                0.65385,                0.67959,                 0.3885,                 1.6705,                  1.685,                 2.2747,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                0.94875,                0.79006,                 1.6278,                0.68144,                0.65385,                0.67927,                0.39282,                 1.6089,                 1.6745,                 2.2244,               5.96e-05,               5.96e-05,               5.96e-05
