                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                 1.4044,                 2.0064,                 2.0912,                0.54959,                0.42857,                0.44888,                0.16964,                 1.9835,                 3.0385,                 2.7685,              0.0014258,              0.0014258,              0.0014258
                     31,                 1.4544,                 1.8619,                 2.1172,                 0.5438,                0.38095,                0.46418,                 0.2131,                 1.8983,                 2.9409,                 2.6898,               0.001406,               0.001406,               0.001406
                     32,                 1.5145,                  1.885,                 2.1501,                0.63411,                0.38095,                0.47791,                0.25663,                 1.8509,                 2.8187,                 2.6795,              0.0013862,              0.0013862,              0.0013862
                     33,                 1.4618,                 1.9684,                 2.1513,                0.52699,                0.47619,                0.48506,                0.25909,                 1.8144,                 2.7272,                 2.6382,              0.0013664,              0.0013664,              0.0013664
                     34,                 1.5245,                 1.9483,                 2.1681,                 0.5297,                0.42857,                0.47672,                0.26772,                 1.9874,                  2.815,                 2.7482,              0.0013466,              0.0013466,              0.0013466
                     35,                 1.4867,                 1.8657,                 2.1493,                0.85375,                0.38095,                0.48848,                 0.2495,                 2.1095,                 3.0636,                 2.8711,              0.0013268,              0.0013268,              0.0013268
                     36,                 1.5045,                 1.8676,                 2.0799,                0.77375,                0.38095,                0.49278,                0.23564,                  2.162,                 2.9984,                 2.9154,               0.001307,               0.001307,               0.001307
                     37,                 1.5146,                 1.8827,                 2.1243,                0.72375,                0.42857,                0.50068,                 0.2414,                 2.0501,                 2.7861,                 2.8603,              0.0012872,              0.0012872,              0.0012872
                     38,                 1.3697,                 1.7112,                 2.0897,                0.56294,                0.57143,                 0.5066,                0.24736,                 1.9875,                 2.6706,                 2.7927,              0.0012674,              0.0012674,              0.0012674
                     39,                 1.5554,                 1.9557,                 2.1155,                 0.5834,                0.57143,                0.48856,                0.21939,                 2.0166,                 2.7011,                 2.7926,              0.0012476,              0.0012476,              0.0012476
                     40,                 1.4765,                 1.7609,                 2.1095,                0.49394,                0.47619,                 0.4029,                0.19538,                  2.048,                 2.7847,                 2.8291,              0.0012278,              0.0012278,              0.0012278
                     41,                 1.4796,                 1.8637,                 2.0632,                0.44179,                0.47619,                0.37921,                0.18335,                 2.0471,                 2.8349,                 2.7988,               0.001208,               0.001208,               0.001208
                     42,                 1.4784,                 1.8307,                 2.1202,                0.47693,                0.47619,                0.40822,                0.19823,                 2.0252,                  2.736,                 2.7782,              0.0011882,              0.0011882,              0.0011882
                     43,                 1.4618,                 1.6989,                  2.026,                0.65962,                 0.4621,                0.43919,                 0.2051,                 1.9799,                 2.6278,                 2.7733,              0.0011684,              0.0011684,              0.0011684
                     44,                 1.3905,                  1.807,                 2.0286,                0.64728,                0.42857,                0.45676,                0.22672,                 1.9289,                 2.5635,                 2.7071,              0.0011486,              0.0011486,              0.0011486
                     45,                 1.4674,                 1.7717,                  2.044,                0.57088,                0.42857,                0.48111,                0.20394,                 2.1336,                 2.5915,                 2.8398,              0.0011288,              0.0011288,              0.0011288
                     46,                 1.3287,                 1.6043,                 1.9981,                0.59237,                0.47619,                0.46545,                0.18266,                 2.2375,                 2.7447,                 2.9748,               0.001109,               0.001109,               0.001109
                     47,                 1.4319,                 1.6681,                 2.0402,                0.68688,                0.38095,                 0.5196,                0.20961,                 2.1705,                 2.7972,                 3.0119,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.3646,                 1.6172,                 1.9795,                0.72715,                0.47619,                0.51958,                0.23594,                 1.9976,                 2.8582,                 2.9137,              0.0010694,              0.0010694,              0.0010694
                     49,                 1.3605,                 1.5356,                 2.0001,                0.74269,                0.47619,                0.52458,                0.24414,                 1.9431,                 2.8093,                  2.873,              0.0010496,              0.0010496,              0.0010496
                     50,                 1.3848,                 1.6496,                 2.0448,                0.84508,                0.51981,                0.55641,                0.26706,                 1.8913,                  2.874,                 2.8457,              0.0010298,              0.0010298,              0.0010298
                     51,                 1.4039,                 1.8207,                 2.0362,                0.91634,                0.52177,                0.57517,                0.27725,                 1.9177,                 2.6894,                 2.8343,                0.00101,                0.00101,                0.00101
                     52,                 1.3587,                  1.614,                 1.9938,                0.84615,                0.52381,                0.57936,                 0.2652,                 2.1122,                 2.7393,                 2.8939,              0.0009902,              0.0009902,              0.0009902
                     53,                 1.4368,                 1.5207,                 2.0176,                0.79506,                0.52381,                0.56645,                0.26844,                 2.1627,                 2.6252,                 2.8866,              0.0009704,              0.0009704,              0.0009704
                     54,                 1.4367,                 1.6289,                 2.0509,                0.62101,                0.54683,                0.50747,                0.24286,                 2.1225,                  2.584,                 2.8191,              0.0009506,              0.0009506,              0.0009506
                     55,                 1.4057,                 1.5559,                 1.9416,                0.52749,                0.47619,                 0.4369,                0.20686,                  2.041,                 2.6553,                 2.7499,              0.0009308,              0.0009308,              0.0009308
                     56,                 1.4606,                 1.5815,                 2.0594,                0.66843,                0.33333,                0.38386,                0.20457,                 2.0648,                   2.67,                 2.8493,               0.000911,               0.000911,               0.000911
                     57,                 1.4301,                 1.6508,                 2.0878,                0.42164,                0.52381,                 0.4028,                0.21686,                 2.1022,                 2.6142,                 2.8848,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.3779,                 1.5543,                  1.992,                0.69067,                0.42553,                 0.4359,                0.21033,                 2.1865,                 2.6481,                 2.9394,              0.0008714,              0.0008714,              0.0008714
                     59,                 1.3955,                  1.573,                 2.0163,                0.72886,                0.42857,                0.47979,                0.21047,                 2.1264,                 2.6459,                 2.9055,              0.0008516,              0.0008516,              0.0008516
                     60,                 1.3231,                 1.4652,                 1.9368,                 0.6344,                0.42857,                0.45037,                0.21167,                 2.0836,                 2.5774,                 2.9157,              0.0008318,              0.0008318,              0.0008318
                     61,                 1.4429,                 1.5525,                  1.992,                0.71006,                0.42857,                0.49552,                0.25396,                 1.9773,                 2.6382,                 2.8223,               0.000812,               0.000812,               0.000812
                     62,                 1.4128,                 1.6199,                 2.0044,                0.64625,                0.52381,                0.52069,                0.27979,                 2.0012,                 2.5692,                 2.8059,              0.0007922,              0.0007922,              0.0007922
                     63,                 1.3965,                 1.5649,                 2.0244,                 0.8088,                0.52381,                0.55008,                0.27676,                 2.0568,                 2.5221,                 2.8622,              0.0007724,              0.0007724,              0.0007724
                     64,                  1.333,                 1.4711,                 1.9332,                0.77269,                0.57143,                0.58671,                0.27249,                 2.0544,                 2.4602,                 2.8608,              0.0007526,              0.0007526,              0.0007526
                     65,                 1.2894,                 1.5438,                 1.9512,                0.80966,                0.60821,                0.60367,                0.28126,                 2.0796,                 2.3508,                 2.8832,              0.0007328,              0.0007328,              0.0007328
                     66,                 1.2711,                    1.5,                 1.9318,                0.86092,                0.52381,                0.60301,                0.26086,                 2.0003,                 2.4306,                 2.9086,               0.000713,               0.000713,               0.000713
                     67,                 1.1854,                 1.4388,                  1.843,                0.61872,                0.57143,                0.52762,                0.26549,                 1.9111,                 2.5033,                 2.8854,              0.0006932,              0.0006932,              0.0006932
                     68,                  1.332,                 1.4449,                 1.9517,                0.70522,                0.61905,                0.58226,                0.30158,                 1.8724,                 2.4246,                 2.7775,              0.0006734,              0.0006734,              0.0006734
                     69,                 1.3097,                 1.4931,                 1.9958,                0.60615,                0.52381,                 0.5558,                0.31908,                 1.8108,                 2.3384,                 2.6068,              0.0006536,              0.0006536,              0.0006536
                     70,                 1.2999,                 1.4274,                 1.8867,                0.74049,                0.47619,                0.55047,                0.32153,                 1.7831,                 2.3648,                 2.5415,              0.0006338,              0.0006338,              0.0006338
                     71,                 1.3883,                 1.5391,                  1.954,                0.55545,                0.52381,                0.53626,                0.29972,                 1.8441,                 2.3796,                 2.5964,               0.000614,               0.000614,               0.000614
                     72,                 1.4733,                 1.3855,                 2.0275,                0.81292,                0.42857,                0.54769,                0.31506,                 1.8663,                 2.3331,                 2.6044,              0.0005942,              0.0005942,              0.0005942
                     73,                 1.3916,                 1.5208,                 1.9216,                0.61467,                0.57143,                0.56739,                0.33779,                 1.7825,                 2.2952,                 2.5352,              0.0005744,              0.0005744,              0.0005744
                     74,                 1.3199,                 1.4231,                 1.9002,                0.56169,                0.57143,                0.52827,                 0.3236,                 1.7295,                 2.3117,                 2.5323,              0.0005546,              0.0005546,              0.0005546
                     75,                 1.2355,                 1.3839,                 1.8448,                0.62441,                0.47507,                0.51799,                 0.3208,                 1.7502,                 2.3353,                 2.5443,              0.0005348,              0.0005348,              0.0005348
                     76,                 1.2194,                 1.3419,                 1.8812,                0.64051,                0.50967,                0.52799,                0.32251,                 1.7419,                 2.2564,                 2.5624,               0.000515,               0.000515,               0.000515
                     77,                 1.3475,                 1.4201,                  1.996,                0.62955,                0.52381,                0.53635,                0.33325,                 1.7286,                  2.178,                 2.4983,              0.0004952,              0.0004952,              0.0004952
                     78,                 1.3114,                 1.4276,                 1.8787,                0.63068,                0.56934,                0.54911,                0.31897,                 1.7146,                 2.1844,                  2.468,              0.0004754,              0.0004754,              0.0004754
                     79,                 1.2774,                 1.5012,                 1.8465,                0.58429,                0.61905,                0.56892,                0.29896,                 1.6961,                 2.2117,                 2.4753,              0.0004556,              0.0004556,              0.0004556
                     80,                 1.1652,                 1.3016,                   1.78,                0.58434,                0.61905,                0.57194,                0.29886,                 1.7051,                 2.2788,                 2.5303,              0.0004358,              0.0004358,              0.0004358
                     81,                 1.2526,                 1.4485,                  1.866,                0.54571,                0.52381,                0.53377,                0.27815,                   1.75,                 2.4213,                 2.5946,               0.000416,               0.000416,               0.000416
                     82,                 1.1737,                 1.2519,                 1.8004,                0.46264,                0.52381,                0.48775,                0.24317,                 1.8365,                 2.4693,                 2.6981,              0.0003962,              0.0003962,              0.0003962
                     83,                 1.0892,                 1.2135,                 1.7761,                0.64285,                0.42857,                0.44683,                0.23089,                 1.8968,                 2.4562,                 2.7623,              0.0003764,              0.0003764,              0.0003764
                     84,                 1.1147,                 1.2184,                 1.8238,                0.71077,                0.47619,                0.50092,                0.22813,                 1.8842,                 2.4535,                 2.7272,              0.0003566,              0.0003566,              0.0003566
                     85,                 1.2387,                 1.4278,                 1.8675,                0.62414,                0.47619,                0.49143,                0.26026,                 1.8576,                 2.3865,                 2.7037,              0.0003368,              0.0003368,              0.0003368
                     86,                 1.1908,                 1.2657,                 1.8708,                 0.6582,                0.47619,                0.52343,                0.30346,                 1.8803,                 2.3626,                 2.6938,               0.000317,               0.000317,               0.000317
                     87,                 1.2747,                  1.403,                 1.8364,                0.80823,                0.47619,                 0.5739,                0.32276,                 1.8877,                 2.3179,                 2.6636,              0.0002972,              0.0002972,              0.0002972
                     88,                 1.1984,                 1.3643,                 1.8286,                0.58835,                0.52381,                0.54649,                0.32265,                  1.851,                  2.251,                 2.6051,              0.0002774,              0.0002774,              0.0002774
                     89,                 1.2437,                 1.4216,                 1.8879,                0.64774,                0.43834,                0.53354,                0.31792,                 1.8361,                 2.2149,                 2.5787,              0.0002576,              0.0002576,              0.0002576
                     90,                 1.2646,                 1.4508,                 1.9615,                0.69908,                0.47619,                0.55074,                0.31611,                 1.8443,                 2.2172,                 2.5939,              0.0002378,              0.0002378,              0.0002378
                     91,                 1.2045,                 1.7971,                 1.9945,                0.73003,                0.51556,                0.55272,                0.30667,                 1.8655,                 2.2627,                 2.6028,               0.000218,               0.000218,               0.000218
                     92,                 1.1333,                  1.659,                 1.9145,                0.79987,                0.57101,                0.60792,                0.29922,                 1.8827,                 2.2658,                 2.6211,              0.0001982,              0.0001982,              0.0001982
                     93,                0.99201,                 1.3737,                 1.7304,                0.71653,                0.57143,                0.59907,                0.29524,                  1.905,                 2.2283,                 2.6654,              0.0001784,              0.0001784,              0.0001784
                     94,                0.92172,                  1.402,                 1.7024,                0.79821,                0.56546,                0.61253,                0.30112,                 1.9582,                  2.201,                 2.7431,              0.0001586,              0.0001586,              0.0001586
                     95,                0.93589,                 1.2707,                 1.7112,                0.72791,                0.61905,                0.61419,                0.30601,                  1.978,                 2.2481,                   2.77,              0.0001388,              0.0001388,              0.0001388
                     96,                0.90435,                  1.242,                 1.6179,                0.65003,                0.61905,                0.61928,                0.30705,                 1.9896,                 2.2908,                 2.7888,               0.000119,               0.000119,               0.000119
                     97,                0.97783,                 1.3382,                 1.7309,                0.69819,                 0.6612,                0.61304,                0.30169,                 1.9742,                  2.298,                 2.7828,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.89473,                 1.2556,                 1.7243,                0.69669,                0.65667,                0.60836,                0.31974,                 1.9456,                 2.2743,                 2.7529,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.92019,                 1.2372,                 1.6687,                0.69564,                0.61905,                0.61516,                0.31853,                 1.9177,                 2.2618,                 2.7298,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.84708,                 1.2732,                 1.6429,                0.68837,                0.61905,                0.62113,                0.32398,                 1.8985,                 2.2563,                 2.7024,               3.98e-05,               3.98e-05,               3.98e-05
